,adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
1534,False,"['Action', 'Thriller']",10375,en,D-Tox,8.099,2002-09-20,D-Tox,False,5.5,236
1535,False,"['Action', 'War']",27352,en,Braddock: Missing in Action III,10.9,1988-01-22,Braddock: Missing in Action III,False,5.4,95
1536,False,"['Drama', 'History']",1955,en,The Elephant Man,9.452,1980-10-03,The Elephant Man,False,8.1,1578
1537,False,['Drama'],9609,en,Of Mice and Men,5.722,1992-10-02,Of Mice and Men,False,7.3,302
1538,False,"['Horror', 'Mystery', 'Thriller']",293670,ko,곡성,9.38,2016-05-12,The Wailing,False,7.2,614
1539,False,['Drama'],209274,pl,Ida,8.146,2014-05-02,Ida,False,7.3,473
1540,False,"['Drama', 'History', 'Thriller']",820,en,JFK,9.817,1991-12-20,JFK,False,7.7,966
1541,False,['Comedy'],14052,en,Revenge of the Nerds,8.171,1984-07-20,Revenge of the Nerds,False,6.5,349
1542,False,"['Horror', 'Science Fiction']",9276,en,The Faculty,7.31,1998-12-25,The Faculty,False,6.3,938
1543,False,"['Thriller', 'Science Fiction']",242095,en,The Signal,8.031,2014-06-13,The Signal,False,5.9,936
1544,False,"['Action', 'Adventure', 'Family', 'Fantasy']",81005,en,Jack the Giant Slayer,9.541,2013-03-01,Jack the Giant Slayer,False,5.6,3487
1545,False,['Thriller'],8978,en,Assault on Precinct 13,10.099,2005-01-19,Assault on Precinct 13,False,6.1,532
1546,False,"['Comedy', 'Crime', 'Mystery']",3529,en,The Thin Man,7.448,1934-05-25,The Thin Man,False,7.7,180
1547,False,"['Drama', 'Comedy']",399031,fr,Happy End,7.771,2017-06-21,Happy End,False,6.2,159
1548,False,"['Thriller', 'Horror']",157544,en,The Vatican Tapes,7.134,2015-07-24,The Vatican Tapes,False,4.7,381
1549,False,"['Horror', 'Thriller']",353979,en,Pet,6.639,2016-12-02,Pet,False,5.8,371
1550,False,['Drama'],283591,en,The Secret Scripture,5.277,2017-10-13,The Secret Scripture,False,7.4,135
1551,False,"['Romance', 'Comedy']",13596,en,My Best Friend's Girl,7.562,2008-09-19,My Best Friend's Girl,False,5.6,396
1552,False,"['Action', 'Drama', 'Thriller', 'War']",2440,ko,공동경비구역 JSA,8.16,2000-09-09,Joint Security Area,False,7.8,238
1553,False,['Drama'],63831,fr,Le Gamin au vélo,6.301,2011-05-18,The Kid with a Bike,False,7.2,208
1554,False,"['Horror', 'Thriller']",10092,en,Cry Wolf,7.299,2005-09-16,Cry Wolf,False,5.6,256
1555,False,"['Drama', 'Family']",31920,en,The Railway Children,11.164,2000-01-01,The Railway Children,False,7.1,11
1556,False,['Drama'],98548,en,People Like Us,7.277,2012-06-29,People Like Us,False,6.8,375
1557,False,"['Drama', 'History']",11499,en,Frost/Nixon,9.072,2008-12-05,Frost/Nixon,False,7.4,606
1558,False,"['Comedy', 'Drama']",415401,en,The Party,8.135,2018-02-16,The Party,False,6.4,243
1559,False,"['Horror', 'Mystery']",8329,es,[REC],9.883,2007-11-23,[REC],False,7.1,2086
1560,False,"['Drama', 'Romance']",12568,en,Brideshead Revisited,7.969,2008-07-25,Brideshead Revisited,False,6.4,85
1561,False,['Drama'],1630,en,The People vs. Larry Flynt,9.071,1996-10-13,The People vs. Larry Flynt,False,6.9,504
1562,False,"['Comedy', 'Romance']",6557,en,27 Dresses,10.566,2008-01-18,27 Dresses,False,6.3,2028
1563,False,['Horror'],1691,en,Hostel: Part II,10.316,2007-06-08,Hostel: Part II,False,5.7,977
1564,False,"['Thriller', 'Horror']",84348,en,V/H/S,8.836,2012-10-05,V/H/S,False,5.9,637
1565,False,"['Mystery', 'Science Fiction', 'Thriller']",846,en,The X Files,10.314,1998-06-19,The X Files,False,6.7,789
1566,False,"['Comedy', 'Documentary']",9012,en,Jackass: The Movie,7.481,2002-10-21,Jackass: The Movie,False,6.0,700
1567,False,['Comedy'],9536,en,Bio-Dome,7.346,1996-01-12,Bio-Dome,False,4.6,183
1568,False,"['Animation', 'Comedy', 'Family']",175574,en,Free Birds,10.178,2013-11-01,Free Birds,False,5.8,425
1569,False,"['Action', 'Adventure', 'Drama']",25678,en,American Ninja 2: The Confrontation,6.383,1987-05-01,American Ninja 2: The Confrontation,False,5.4,104
1570,False,"['Crime', 'Horror', 'Mystery', 'Thriller']",12597,en,Hellraiser: Inferno,9.346,2000-10-03,Hellraiser: Inferno,False,5.4,186
1571,False,['Documentary'],23128,en,The Cove,7.149,2009-07-31,The Cove,False,8.1,347
1572,False,"['Drama', 'Mystery']",5165,it,L'avventura,8.264,1961-03-04,L'Avventura,False,7.7,248
1573,False,"['Action', 'Crime', 'Drama', 'Thriller']",11088,en,Heist,9.121,2001-11-09,Heist,False,6.3,230
1574,False,"['Drama', 'Romance']",11632,en,Vanity Fair,7.76,2004-09-01,Vanity Fair,False,5.8,163
1575,False,"['Drama', 'Romance', 'Science Fiction', 'Thriller']",2577,en,Code 46,7.985,2004-08-02,Code 46,False,6.4,177
1576,False,"['Thriller', 'Action', 'Crime']",127521,en,6 Bullets,10.277,2012-09-11,6 Bullets,False,5.9,155
1577,False,"['Comedy', 'Horror']",9406,en,An American Werewolf in Paris,8.021,1997-12-25,An American Werewolf in Paris,False,5.4,268
1578,False,"['Action', 'Comedy', 'Crime']",13437,en,Avenging Angelo,7.062,2002-08-30,Avenging Angelo,False,5.2,99
1579,False,"['Action', 'Adventure', 'Drama', 'History']",11416,en,The Mission,7.532,1986-09-29,The Mission,False,7.4,624
1580,False,['Science Fiction'],354282,en,The Osiris Child,8.783,2016-09-24,The Osiris Child,False,5.2,240
1581,False,"['Drama', 'Fantasy', 'Horror']",626,fr,Un chien andalou,7.095,1929-06-05,Un Chien Andalou,False,7.5,588
1582,False,"['Action', 'Drama', 'History']",253450,zh,刺客聶隱娘,6.699,2015-10-09,The Assassin,False,6.4,246
1583,False,"['Thriller', 'Science Fiction', 'Mystery']",457041,en,Elizabeth Harvest,8.458,2018-08-10,Elizabeth Harvest,False,6.0,83
1584,False,"['Thriller', 'Comedy', 'Horror']",12521,en,Shocker,7.157,1989-10-27,Shocker,False,5.5,155
1585,False,"['Action', 'Adventure', 'Romance']",10907,en,The Adventures of Robin Hood,8.513,1938-05-14,The Adventures of Robin Hood,False,7.6,305
1586,False,['Horror'],2662,en,House of 1000 Corpses,9.214,2003-04-11,House of 1000 Corpses,False,6.2,640
1587,False,"['Drama', 'Thriller']",567591,ja,人間失格,19.09,2019-09-13,No Longer Human,False,0.0,0
1588,False,"['Comedy', 'Drama', 'Romance']",13092,en,How to Lose Friends & Alienate People,9.56,2008-10-02,How to Lose Friends & Alienate People,False,6.1,413
1589,False,['Documentary'],621751,en,And We Go Green,5.785,2019-09-08,And We Go Green,False,0.0,0
1590,False,"['Comedy', 'Romance']",136403,fr,Populaire,6.913,2013-09-06,Populaire,False,6.6,333
1591,False,"['Animation', 'Comedy', 'Drama']",9662,fr,Les Triplettes de Belleville,7.621,2003-08-29,The Triplets of Belleville,False,7.4,469
1592,False,"['Drama', 'Comedy', 'Romance']",84199,en,The First Time,8.381,2012-10-19,The First Time,False,7.0,1487
1593,False,['Thriller'],157849,en,A Most Wanted Man,9.353,2014-07-25,A Most Wanted Man,False,6.5,803
1594,False,"['Science Fiction', 'Romance']",59457,en,Womb,8.236,2010-07-15,Womb,False,6.2,168
1595,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",70577,en,Faces in the Crowd,5.7,2011-10-25,Faces in the Crowd,False,5.9,245
1596,False,"['Comedy', 'Thriller']",490004,en,Arizona,10.159,2018-08-24,Arizona,False,5.5,82
1597,False,"['Drama', 'Romance']",6639,en,Love in the Time of Cholera,7.122,2007-10-04,Love in the Time of Cholera,False,6.5,146
1598,False,['Drama'],41050,it,La notte,6.395,1961-01-23,La Notte,False,7.9,192
1599,False,"['War', 'Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",22584,en,To Have and Have Not,8.225,1944-10-11,To Have and Have Not,False,7.5,206
1600,False,"['Horror', 'Comedy', 'Thriller']",5072,en,Severance,7.946,2006-05-19,Severance,False,6.4,278
1601,False,"['Crime', 'Drama']",15809,en,Green Street Hooligans 2,8.772,2009-03-23,Green Street Hooligans 2,False,5.0,140
1602,False,"['Horror', 'Thriller']",29161,en,Phenomena,9.931,1985-08-02,Phenomena,False,6.8,314
1603,False,"['Action', 'Adventure', 'Fantasy']",437543,zh,西游记·女儿国,9.165,2018-02-16,The Monkey King 3,False,5.7,21
1604,False,['Romance'],112949,en,Safe Haven,9.84,2013-02-14,Safe Haven,False,7.1,1509
1605,False,['Drama'],655,en,"Paris, Texas",9.518,1984-11-02,"Paris, Texas",False,8.1,615
1606,False,"['Drama', 'History', 'Romance']",11620,en,Quo Vadis,8.057,1951-11-08,Quo Vadis,False,7.0,161
1607,False,"['Comedy', 'Drama']",2639,en,Deconstructing Harry,5.294,1997-12-12,Deconstructing Harry,False,7.3,368
1608,False,"['Action', 'Drama', 'Western']",174751,en,Jane Got a Gun,8.282,2016-01-29,Jane Got a Gun,False,5.5,457
1609,False,"['Romance', 'Drama']",24803,en,Julie & Julia,9.932,2009-08-07,Julie & Julia,False,6.6,1181
1610,False,"['Animation', 'Family']",16808,ja,劇場版ポケットモンスター アドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ,6.405,2007-03-23,Pokémon Ranger and the Temple of the Sea,False,6.1,80
1611,False,"['Action', 'Fantasy', 'Science Fiction']",9823,en,Mortal Kombat: Annihilation,8.557,1997-11-21,Mortal Kombat: Annihilation,False,4.0,447
1612,False,"['Drama', 'Fantasy']",44603,en,Hereafter,8.308,2010-10-22,Hereafter,False,6.0,886
1613,False,"['Crime', 'Drama', 'Thriller']",413052,en,Hacker,6.581,2016-12-02,Hacker,False,6.4,148
1614,False,"['Crime', 'Thriller', 'Action']",11524,en,Thief,8.343,1981-03-27,Thief,False,7.2,229
1615,False,"['Fantasy', 'Drama', 'Comedy']",2657,en,Pleasantville,9.419,1998-10-23,Pleasantville,False,7.2,920
1616,False,"['Comedy', 'Crime']",4551,en,Be Cool,8.075,2005-03-04,Be Cool,False,5.5,484
1617,False,"['History', 'Comedy']",11686,en,Love and Death,6.043,1975-06-10,Love and Death,False,7.8,378
1618,False,[],620120,ja,王様になれ,18.983,2019-09-13,Become the King,False,0.0,0
1619,False,"['Comedy', 'Drama', 'War']",10364,en,Catch-22,7.822,1970-06-24,Catch-22,False,6.9,132
1620,False,"['Action', 'Adventure', 'Drama', 'Western']",13041,es,El Topo,7.155,1970-12-18,El Topo,False,7.3,247
1621,False,"['Comedy', 'Drama', 'Music', 'Western']",16563,en,Seven Brides for Seven Brothers,5.431,1954-07-22,Seven Brides for Seven Brothers,False,7.4,261
1622,False,['Drama'],500860,en,The Mustang,9.865,2019-03-15,The Mustang,False,7.1,90
1623,False,"['Drama', 'Thriller', 'Romance']",4823,en,Final Analysis,8.542,1992-02-07,Final Analysis,False,5.7,118
1624,False,"['Adventure', 'Animation', 'Comedy', 'Family']",9948,en,The Fox and the Hound 2,8.03,2006-12-12,The Fox and the Hound 2,False,5.8,299
1625,False,"['Drama', 'Romance']",283552,en,The Light Between Oceans,10.463,2016-09-02,The Light Between Oceans,False,7.1,875
1626,False,"['Adventure', 'Comedy']",9396,en,Crocodile Dundee II,8.042,1988-05-19,Crocodile Dundee II,False,5.7,563
1627,False,"['Drama', 'Romance']",2977,en,Becoming Jane,8.98,2007-08-10,Becoming Jane,False,7.2,653
1628,False,"['Drama', 'Comedy']",8696,en,Calendar Girls,7.157,2003-12-19,Calendar Girls,False,6.7,174
1629,False,"['Comedy', 'Science Fiction']",1410,en,Dark Star,6.83,1974-04-01,Dark Star,False,6.2,209
1630,False,"['Comedy', 'Drama', 'War']",11902,sr,Podzemlje,12.056,1995-10-25,Underground,False,7.7,276
1631,False,"['Drama', 'Thriller', 'History']",1247,en,The Good Shepherd,9.907,2006-12-11,The Good Shepherd,False,6.4,562
1632,False,['Drama'],25364,en,Ace in the Hole,9.443,1951-06-29,Ace in the Hole,False,8.0,239
1633,False,"['Comedy', 'Drama', 'Music']",360365,el,Tini: El gran cambio de Violetta,7.232,2016-05-04,Tini: The New Life of Violetta,False,7.0,220
1634,False,"['Horror', 'Thriller', 'Mystery']",82507,en,Sinister,12.475,2012-10-12,Sinister,False,6.8,3062
1635,False,"['Adventure', 'Comedy', 'Family', 'Romance']",11637,en,Are We There Yet?,7.444,2005-01-21,Are We There Yet?,False,5.3,456
1636,False,"['Comedy', 'Horror', 'Thriller']",16780,en,Texas Chainsaw Massacre: The Next Generation,8.942,1994-01-01,Texas Chainsaw Massacre: The Next Generation,False,3.8,205
1637,False,"['Comedy', 'Crime']",378,en,Raising Arizona,9.067,1987-03-01,Raising Arizona,False,7.1,1003
1638,False,"['Comedy', 'Crime', 'Mystery']",39939,en,Super Troopers,7.706,2001-01-18,Super Troopers,False,6.7,602
1639,False,['Comedy'],11566,en,Dave,9.842,1993-05-07,Dave,False,6.5,357
1640,False,"['Crime', 'Drama']",11060,en,Internal Affairs,9.129,1990-01-12,Internal Affairs,False,6.4,151
1641,False,"['Animation', 'Comedy', 'Family']",13377,en,How the Grinch Stole Christmas!,8.08,1966-12-18,How the Grinch Stole Christmas!,False,7.4,545
1642,False,['Comedy'],30197,en,The Producers,7.267,1967-11-22,The Producers,False,7.4,320
1643,False,"['Drama', 'Comedy']",73532,fr,Le Havre,7.197,2011-10-21,Le Havre,False,6.9,174
1644,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",9944,en,The Pelican Brief,7.379,1993-12-16,The Pelican Brief,False,6.4,694
1645,False,"['Comedy', 'Romance']",1257,en,Because I Said So,7.744,2007-02-02,Because I Said So,False,6.0,383
1646,False,"['Drama', 'Comedy', 'Romance']",11178,ko,엽기적인 그녀,7.33,2001-07-27,My Sassy Girl,False,7.5,278
1647,False,"['Drama', 'Romance']",48650,es,Habitación en Roma,8.446,2010-11-11,Room in Rome,False,6.0,251
1648,False,"['Drama', 'History', 'War']",335578,da,Under sandet,9.707,2016-01-22,Land of Mine,False,7.8,706
1649,False,"['Action', 'Adventure', 'Crime', 'Drama', 'Science Fiction']",582607,en,See You Yesterday,10.339,2019-05-03,See You Yesterday,False,5.5,217
1650,False,"['Adventure', 'Comedy', 'Drama', 'Romance']",16305,en,Sullivan's Travels,7.247,1941-12-01,Sullivan's Travels,False,7.8,198
1651,False,"['Drama', 'War', 'History']",13506,ru,Адмиралъ,5.309,2008-10-09,Admiral,False,6.5,66
1652,False,"['Drama', 'Romance', 'Comedy', 'Music']",13497,en,Drumline,7.617,2002-12-13,Drumline,False,6.3,179
1653,False,"['Comedy', 'Romance']",9582,en,A Guy Thing,6.442,2003-01-17,A Guy Thing,False,5.6,151
1654,False,"['Horror', 'Mystery']",635,en,Angel Heart,11.116,1987-03-06,Angel Heart,False,7.2,664
1655,False,"['Drama', 'Romance']",329805,fr,Mon roi,6.446,2015-10-21,My King,False,7.2,386
1656,False,"['Comedy', 'Science Fiction']",20803,ru,Иван Васильевич меняет профессию,7.366,1973-09-17,Ivan Vasilyevich Changes His Profession,False,8.0,139
1657,False,"['Crime', 'Drama']",4816,en,Ghost Dog: The Way of the Samurai,8.492,2000-03-03,Ghost Dog: The Way of the Samurai,False,7.3,562
1658,False,['Drama'],246860,en,Clouds of Sils Maria,6.8,2015-04-10,Clouds of Sils Maria,False,6.7,438
1659,False,"['Thriller', 'Horror']",49797,ko,악마를 보았다,8.596,2011-01-21,I Saw the Devil,False,7.7,1008
1660,False,"['Comedy', 'Romance']",193610,en,The Other Woman,7.927,2014-04-25,The Other Woman,False,6.3,2373
1661,False,"['Comedy', 'Romance']",77875,en,Playing for Keeps,7.947,2012-12-07,Playing for Keeps,False,5.6,430
1662,False,"['Action', 'Adventure', 'Comedy']",11676,en,Nothing to Lose,6.542,1997-07-18,Nothing to Lose,False,6.5,291
1663,False,"['Action', 'Comedy', 'Crime']",11384,en,The Hard Way,8.19,1991-03-08,The Hard Way,False,6.2,189
1664,False,"['Horror', 'Thriller']",25239,en,Day of the Woman,7.69,1978-11-22,Day of the Woman,False,5.8,238
1665,False,['Drama'],527776,en,Overcomer,10.108,2019-08-23,Overcomer,False,8.7,3
1666,False,"['Drama', 'History', 'Thriller', 'Crime']",474354,en,22 July,6.538,2018-10-10,22 July,False,7.3,507
1667,False,"['Fantasy', 'Romance']",11352,en,Always,9.115,1989-12-22,Always,False,6.2,268
1668,False,"['Drama', 'Thriller', 'Mystery']",10531,en,Death and the Maiden,6.89,1994-12-23,Death and the Maiden,False,7.1,176
1669,False,"['Comedy', 'Romance']",458534,fr,Tout le monde debout,13.291,2018-03-14,Rolling to You,False,6.7,451
1670,False,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",10336,en,Spawn,9.054,1997-07-31,Spawn,False,5.2,597
1671,False,"['Drama', 'Romance']",17473,en,The Room,8.018,2003-06-27,The Room,False,4.2,747
1672,False,"['Horror', 'Drama', 'Thriller']",38358,en,The Last Exorcism,8.47,2010-08-27,The Last Exorcism,False,5.5,542
1673,False,"['Comedy', 'Drama']",3083,en,Mr. Smith Goes to Washington,11.166,1939-10-19,Mr. Smith Goes to Washington,False,8.0,477
1674,False,"['Action', 'Crime', 'Mystery', 'Thriller']",9455,en,The Corruptor,8.539,1999-03-12,The Corruptor,False,6.1,113
1675,False,"['Adventure', 'Family', 'Fantasy']",13600,en,City of Ember,9.281,2008-10-07,City of Ember,False,6.2,1008
1676,False,"['Crime', 'Drama', 'Mystery']",592,en,The Conversation,8.378,1974-04-07,The Conversation,False,7.6,695
1677,False,"['Drama', 'Romance', 'Comedy']",11557,en,St. Elmo's Fire,8.29,1985-06-28,St. Elmo's Fire,False,6.2,257
1678,False,"['Thriller', 'Crime', 'Action']",262338,en,Good People,8.238,2014-09-26,Good People,False,5.4,285
1679,False,"['Adventure', 'Comedy', 'Family']",26264,en,George of the Jungle 2,9.267,2003-10-21,George of the Jungle 2,False,4.2,248
1680,False,"['Comedy', 'Music', 'Drama']",12763,en,Take the Lead,6.404,2006-03-17,Take the Lead,False,6.8,386
1681,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",10424,en,Jennifer Eight,7.289,1992-11-06,Jennifer Eight,False,6.0,151
1682,False,"['Comedy', 'Romance']",150117,en,I Give It a Year,7.334,2013-02-10,I Give It a Year,False,5.4,495
1683,False,['Drama'],3877,en,Things We Lost in the Fire,6.36,2007-09-26,Things We Lost in the Fire,False,6.7,165
1684,False,['Adventure'],11370,en,The Musketeer,7.241,2001-09-07,The Musketeer,False,5.3,106
1685,False,"['Animation', 'Music', 'Family']",16366,en,Joseph: King of Dreams,12.451,2000-11-07,Joseph: King of Dreams,False,6.4,468
1686,False,"['Comedy', 'Crime', 'Adventure', 'Fantasy']",1875,fr,Fantômas contre Scotland Yard,6.691,1967-06-06,Fantomas vs. Scotland Yard,False,6.7,233
1687,False,"['Drama', 'History', 'Romance']",3870,it,Novecento,7.652,1977-10-07,1900,False,7.7,213
1688,False,"['Thriller', 'Romance', 'Drama']",412105,en,You Get Me,7.356,2017-06-19,You Get Me,False,5.6,1247
1689,False,"['Comedy', 'Drama', 'Romance']",1879,en,Guess Who's Coming to Dinner,7.015,1967-12-11,Guess Who's Coming to Dinner,False,7.7,341
1690,False,"['Animation', 'Fantasy', 'Science Fiction']",8953,ja,Steamboy,7.654,2004-07-17,Steamboy,False,6.8,165
1691,False,"['Comedy', 'Romance']",95610,en,Bridget Jones's Baby,11.071,2016-09-16,Bridget Jones's Baby,False,6.4,1925
1692,False,"['Drama', 'Mystery', 'Thriller', 'Crime']",9437,en,Kiss the Girls,8.728,1997-10-03,Kiss the Girls,False,6.4,641
1693,False,"['Action', 'Adventure', 'Drama', 'Romance']",2119,en,Days of Thunder,8.564,1990-06-27,Days of Thunder,False,6.1,645
1694,False,"['Comedy', 'Drama', 'Science Fiction', 'Family']",9849,en,My Favorite Martian,6.865,1999-02-11,My Favorite Martian,False,5.3,146
1695,False,"['Comedy', 'Crime']",9699,en,Trail of the Pink Panther,7.314,1982-12-17,Trail of the Pink Panther,False,5.2,120
1696,False,"['Action', 'Drama', 'Thriller']",10412,en,Romper Stomper,7.939,1993-06-09,Romper Stomper,False,6.6,239
1697,False,"['Action', 'Adventure', 'Comedy', 'Thriller']",10762,en,Without a Paddle,6.479,2004-08-20,Without a Paddle,False,5.4,334
1698,False,"['Drama', 'Romance']",4251,hi,वीर-ज़ारा,6.866,2004-11-12,Veer-Zaara,False,7.5,128
1699,False,"['Comedy', 'Romance']",1599,en,I Heart Huckabees,6.729,2004-09-10,I Heart Huckabees,False,6.3,362
1700,False,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",9104,en,Buffalo Soldiers,7.427,2003-07-25,Buffalo Soldiers,False,6.4,136
1701,False,"['Action', 'Drama', 'History']",11645,ja,乱,9.918,1985-09-26,Ran,False,8.1,631
1702,False,"['Action', 'Drama', 'Thriller']",19277,en,In Hell,8.303,2003-11-24,In Hell,False,5.9,165
1703,False,"['Animation', 'Family', 'TV Movie']",50393,en,Kung Fu Panda Holiday,8.24,2010-11-26,Kung Fu Panda Holiday,False,6.5,118
1704,False,"['Action', 'Crime', 'Drama', 'Thriller']",13127,zh,殺破狼,10.253,2006-09-12,SPL: Kill Zone,False,6.9,117
1705,False,['Drama'],281007,no,Den sommeren jeg fylte 15,8.721,1976-05-05,The Summer I Turned 15,False,5.1,10
1706,False,['Thriller'],508138,en,Burn,8.683,2019-08-23,Burn,False,7.0,13
1707,False,['Drama'],27585,en,Rabbit Hole,8.943,2010-12-16,Rabbit Hole,False,6.8,303
1708,False,"['Thriller', 'Action', 'Crime', 'Drama']",102362,en,Dead Man Down,10.908,2013-03-08,Dead Man Down,False,6.0,886
1709,False,"['Comedy', 'Music']",1584,en,School of Rock,7.843,2003-10-03,School of Rock,False,7.0,3092
1710,False,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller', 'Romance']",1903,en,Vanilla Sky,10.669,2001-12-10,Vanilla Sky,False,6.7,2093
1711,False,"['Drama', 'Family', 'Romance']",17474,en,The Man in the Moon,7.013,1991-09-30,The Man in the Moon,False,7.1,122
1712,False,['Comedy'],56014,it,Maschi contro femmine,9.603,2010-10-27,Men Vs Women,False,5.8,450
1713,False,"['Action', 'Adventure', 'Thriller']",5551,en,Space Cowboys,7.802,2000-07-31,Space Cowboys,False,6.3,689
1714,False,"['Family', 'Action', 'Adventure', 'Comedy']",520720,en,Kim Possible,8.677,2019-02-15,Kim Possible,False,4.8,68
1715,False,"['Action', 'Drama', 'History']",2669,en,The Bounty,8.963,1984-05-04,The Bounty,False,6.8,219
1716,False,['Horror'],37169,en,The Human Centipede (First Sequence),12.902,2009-04-26,The Human Centipede (First Sequence),False,4.9,998
1717,False,"['Drama', 'Thriller']",210479,en,Locke,8.76,2014-04-25,Locke,False,6.9,1426
1718,False,['Western'],22201,en,Gunfight at the O.K. Corral,7.614,1957-05-30,Gunfight at the O.K. Corral,False,7.0,126
1719,False,"['Drama', 'Action', 'Thriller', 'Crime']",1441,en,The Contract,9.165,2006-10-09,The Contract,False,5.7,262
1720,False,"['Action', 'Thriller', 'Drama']",33273,es,Celda 211,6.792,2009-11-06,Cell 211,False,7.4,590
1721,False,"['Comedy', 'Drama', 'Romance']",16270,en,Career Opportunities,10.296,1991-03-29,Career Opportunities,False,5.9,96
1722,False,"['Comedy', 'Drama', 'Romance']",12572,en,"New York, I Love You",8.287,2009-10-16,"New York, I Love You",False,5.8,280
1723,False,"['Crime', 'Drama', 'History', 'Thriller']",339103,en,Gotti,8.056,2018-06-15,Gotti,False,5.3,291
1724,False,['Drama'],24657,sv,Offret,7.362,1986-05-14,The Sacrifice,False,7.9,177
1725,False,"['Action', 'Crime', 'Drama']",13696,en,Angels with Dirty Faces,6.901,1938-11-26,Angels with Dirty Faces,False,7.7,128
1726,False,"['Comedy', 'Horror']",1547,en,The Lost Boys,9.475,1987-07-31,The Lost Boys,False,6.9,922
1727,False,"['Drama', 'History']",307,it,Roma città aperta,5.856,1946-02-25,"Rome, Open City",False,8.1,318
1728,False,"['Comedy', 'Drama']",14886,en,The Last Detail,6.255,1973-12-11,The Last Detail,False,7.2,149
1729,False,"['Animation', 'Comedy', 'Family']",462883,en,Woody Woodpecker,8.67,2018-02-06,Woody Woodpecker,False,5.8,159
1730,False,"['Fantasy', 'Comedy', 'Science Fiction']",11597,en,Toys,5.675,1992-12-18,Toys,False,5.2,285
1731,False,"['Crime', 'Mystery', 'Thriller']",60670,fr,Les Rivières pourpres,8.656,2001-06-29,The Crimson Rivers,False,6.9,716
1732,False,"['Comedy', 'Drama', 'Mystery', 'Thriller']",121875,fr,Dans la maison,8.759,2013-04-19,In the House,False,7.4,437
1733,False,"['Comedy', 'Drama', 'Fantasy']",300,fr,La Science des rêves,7.415,2006-06-18,The Science of Sleep,False,7.0,393
1734,False,"['Action', 'Adventure', 'Drama', 'Thriller']",7305,en,Alive,6.65,1993-01-15,Alive,False,6.7,706
1735,False,"['Action', 'Adventure', 'Crime']",93828,en,Welcome to the Punch,7.969,2013-03-27,Welcome to the Punch,False,5.8,379
1736,False,['Comedy'],427,fr,Mon oncle,6.301,1958-05-11,Mon Oncle,False,7.3,206
1737,False,"['Science Fiction', 'Action']",8974,en,The War of the Worlds,7.381,1953-08-13,The War of the Worlds,False,7.0,293
1738,False,['Comedy'],9988,en,Beerfest,6.689,2006-08-25,Beerfest,False,5.9,267
1739,False,"['Crime', 'Action', 'Thriller']",49010,en,Hobo with a Shotgun,8.454,2011-05-06,Hobo with a Shotgun,False,5.8,313
1740,False,"['Drama', 'Romance']",14326,en,Nights in Rodanthe,8.25,2008-09-26,Nights in Rodanthe,False,6.1,329
1741,False,"['Action', 'Comedy']",9622,en,Beverly Hills Ninja,6.725,1997-01-17,Beverly Hills Ninja,False,5.5,352
1742,False,"['Comedy', 'Drama']",11857,en,Orange County,6.325,2002-01-11,Orange County,False,6.0,232
1743,False,"['Adventure', 'Animation', 'Drama', 'Fantasy']",79707,ja,星を追う子ども,10.913,2011-07-29,Children Who Chase Lost Voices,False,7.1,293
1744,False,"['Comedy', 'Crime', 'Thriller']",12834,en,Leaves of Grass,6.865,2010-09-17,Leaves of Grass,False,6.0,221
1745,False,"['Action', 'Crime', 'Thriller']",2085,en,Romeo Must Die,7.892,2000-03-22,Romeo Must Die,False,6.0,580
1746,False,"['Crime', 'Drama', 'Thriller']",11478,en,The Skulls,7.175,2000-03-31,The Skulls,False,5.7,284
1747,False,"['Drama', 'History']",9746,en,Kundun,6.075,1997-12-25,Kundun,False,7.0,186
1748,False,"['Drama', 'Comedy', 'Romance']",12225,en,Cashback,7.569,2007-04-20,Cashback,False,6.9,539
1749,False,['Drama'],15163,en,Amazing Grace,6.039,2006-09-16,Amazing Grace,False,7.0,149
1750,False,"['Crime', 'Drama']",3133,en,Badlands,9.086,1973-10-15,Badlands,False,7.6,559
1751,False,"['Comedy', 'Drama', 'Mystery']",109,fr,Trois couleurs : Blanc,7.361,1994-01-26,Three Colors: White,False,7.5,453
1752,False,"['Action', 'Adventure', 'Animation']",251519,en,Son of Batman,7.908,2014-04-20,Son of Batman,False,6.8,500
1753,False,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery', 'Family']",12902,en,Scooby-Doo! and the Loch Ness Monster,9.114,2004-06-21,Scooby-Doo! and the Loch Ness Monster,False,6.6,116
1754,False,"['Drama', 'Fantasy', 'Mystery', 'Science Fiction', 'Thriller']",12994,en,The Nines,7.539,2007-01-21,The Nines,False,6.1,227
1755,False,"['Comedy', 'Romance']",6961,en,The Wedding Date,8.331,2005-02-04,The Wedding Date,False,6.5,579
